OrderID (PK),OrderDate,CustomerID (fk),StaffID(fk)
36-B8-CB-47-8D-FB,2020-11-08,701,103
24-C9-5E-8E-2B-F1,2020-08-09,718,101
4B-8D-E3-2D-7F-D4,2020-07-30,530,101
C7-1B-74-F7-31-21,2020-10-01,704,103
5B-1F-DC-84-76-77,2020-08-17,158,102
02-2B-FB-1A-2D-0A,2020-03-22,933,103
56-89-B5-06-11-C3,2020-03-08,597,101
1E-08-9F-8F-54-43,2020-01-20,732,101
9F-82-CC-E0-EA-2E,2020-03-09,574,103
73-32-36-F1-0E-73,2020-02-02,84,103
3D-48-1F-62-B8-55,2020-04-28,376,101
D4-28-32-FC-7D-49,2020-06-28,344,101
AB-69-FB-E2-22-86,2020-12-16,908,101
3F-1D-C9-58-5D-6E,2020-03-03,469,103
52-00-97-C5-04-E0,2020-03-27,85,103
7A-37-5E-3A-DA-78,2020-04-02,445,102
FB-27-23-3A-1A-F7,2020-04-28,842,101
45-18-10-BC-16-09,2020-12-09,545,102
E9-7E-C5-47-0B-55,2020-01-07,638,103
F4-F6-16-A8-3D-EA,2020-06-16,155,102
68-7A-FD-A5-5C-2F,2020-12-17,29,103
97-25-B0-68-B5-D7,2020-12-24,844,101
61-EC-7C-11-1D-8F,2020-06-02,425,101
45-3F-D6-66-20-66,2020-08-16,411,101
7A-B2-6C-7D-87-FC,2020-01-16,639,101
E8-B3-43-95-1D-4A,2020-12-25,919,101
AE-A7-1F-64-6A-07,2020-10-28,388,103
E1-6B-1A-48-83-23,2020-10-29,663,103
44-19-AB-69-93-AC,2020-01-02,434,103
27-8A-73-5E-FC-28,2020-06-04,218,101
D2-DF-06-A6-4C-43,2020-06-16,811,102
2A-3A-51-DA-4D-D0,2020-01-31,442,103
8B-46-0C-11-1E-B3,2020-11-03,218,101
00-6A-D6-64-7E-31,2020-06-24,74,102
83-13-52-7E-57-8D,2020-04-23,677,101
7B-7A-A6-4C-49-8A,2020-12-25,107,102
9D-DA-E7-32-56-54,2020-09-24,627,102
32-56-5E-61-B6-89,2020-04-17,618,101
2C-EF-D2-C8-01-64,2020-04-11,397,102
BD-D8-94-F5-C1-74,2020-06-15,543,102
1A-2E-48-27-74-C0,2020-02-03,182,102
12-A4-A5-95-2E-C3,2020-07-30,251,103
F7-DC-98-56-4A-84,2020-06-25,840,103
1E-F1-B5-B4-B5-8F,2020-09-06,490,101
92-27-95-EB-74-E0,2020-10-28,705,102
01-22-B2-60-8A-B4,2020-04-08,740,103
EF-09-AE-50-73-BE,2020-12-19,702,101
4C-22-95-99-EA-D4,2020-11-19,530,103
04-05-E8-94-9F-B4,2020-06-20,975,102
11-BE-3C-E8-8F-BE,2020-11-07,884,101
15-95-12-39-76-79,2020-01-29,61,103
C4-FC-4E-E3-47-43,2020-09-28,397,102
AE-31-E2-A8-4C-4F,2020-03-13,680,101
7C-82-55-05-62-29,2020-06-06,379,101
2A-92-EB-71-2F-1C,2020-10-24,209,102
44-DF-06-49-66-F2,2020-08-30,6,102
30-FC-CB-FF-E6-32,2020-05-21,644,101
B3-09-5B-40-43-55,2020-02-23,393,101
64-C0-9B-FB-69-EC,2020-02-24,443,102
88-E8-06-3E-F8-80,2020-06-05,607,102
31-D2-B7-A4-25-1E,2020-02-27,481,103
8D-11-BE-7E-CE-60,2020-11-02,586,102
13-C8-41-F9-20-43,2020-08-06,484,101
2C-55-D5-86-E5-D5,2020-08-19,59,101
A8-DC-13-B6-BC-68,2020-09-08,978,103
22-DE-45-BC-88-7B,2020-04-28,251,101
32-08-69-4F-28-43,2020-06-25,532,102
C3-FA-75-AA-82-FA,2020-07-07,945,101
A5-56-C1-20-A6-05,2020-03-02,107,101
18-86-DB-E8-6C-16,2020-08-24,230,101
13-E6-29-E4-53-80,2020-11-27,307,102
2C-BF-6F-03-98-C9,2020-11-12,21,101
B7-19-AB-1D-8C-35,2020-01-25,836,103
FA-8E-02-14-5B-E9,2020-03-05,739,101
48-11-7C-11-6E-B8,2020-06-27,178,103
A3-42-04-8F-82-4C,2020-04-01,195,102
09-BF-BA-44-CD-7C,2020-09-22,2,103
C0-1D-D2-B7-01-06,2020-09-20,530,103
0D-A9-4B-B3-B6-CE,2020-03-09,367,102
31-FB-A8-D9-1B-88,2020-05-26,288,103
E9-E6-CC-BB-20-E7,2020-03-12,917,101
5F-B4-11-BE-A0-D4,2020-04-20,613,101
EB-B8-41-53-A6-E4,2020-02-25,539,102
44-42-10-29-01-DD,2020-06-23,80,102
CA-78-30-72-64-38,2020-09-09,593,103
05-40-A0-B1-80-8C,2020-01-15,346,101
51-D8-89-A5-23-B7,2020-12-08,810,102
B4-F8-7D-8D-E8-5F,2020-12-03,979,101
69-87-9F-0B-C3-B3,2020-09-24,719,103
61-F5-AD-3D-0D-21,2020-07-23,241,101
B1-16-C4-72-CE-91,2020-12-23,128,103
4C-D2-BC-7F-93-17,2020-06-29,120,103
6C-5F-B4-74-FB-C4,2020-12-16,104,103
A4-E1-7D-79-8F-1E,2020-04-12,698,101
23-03-B7-FC-7D-7A,2020-01-11,598,103
BD-9D-F5-DA-0F-0F,2020-07-13,820,103
DA-1A-1D-83-FA-0F,2020-05-18,543,101
92-47-85-C0-D2-D8,2020-10-02,98,102
CC-E7-AF-AD-1E-1C,2020-05-05,789,101
80-16-FE-8F-AD-B1,2020-07-07,943,101
59-BC-7C-74-8B-90,2020-12-17,740,102
99-E6-73-34-46-73,2020-02-13,652,103
1F-CD-AA-82-BF-A1,2020-09-18,367,102
1A-78-A6-31-B2-61,2020-06-05,191,101
83-57-AB-42-53-61,2020-01-07,614,103
AC-D7-C6-29-0A-1D,2020-06-01,139,102
AA-17-D3-6C-BB-B4,2020-11-20,460,101
C1-E8-8F-E1-33-F2,2020-12-05,86,101
7B-3F-0E-2E-38-5F,2020-12-06,638,103
ED-EA-09-56-0A-14,2020-11-22,686,102
3C-D0-6D-7E-16-D7,2020-08-18,952,103
35-96-E7-F9-B7-6E,2020-12-04,460,103
57-C7-E9-46-57-92,2020-11-04,987,102
B8-F9-2C-E9-50-5C,2020-12-06,298,103
ED-D2-71-72-9E-62,2020-06-13,352,101
DA-82-22-B4-30-35,2020-06-14,48,103
EE-EB-30-FD-DD-19,2020-07-24,596,102
9D-04-C8-CD-D6-93,2020-05-15,870,103
97-E6-36-85-F5-5A,2020-10-14,118,101
3E-D4-BE-BF-4A-AF,2020-01-13,596,102
A5-4F-15-7C-16-C7,2020-11-05,941,101
B4-5A-DF-4D-6B-F7,2020-06-26,848,101
56-45-7C-58-96-D8,2020-02-05,418,102
54-EA-39-D1-61-28,2020-06-26,762,101
EB-FD-17-09-63-14,2020-12-17,884,102
BB-42-F5-0A-D4-47,2020-04-15,920,101
55-78-7E-73-92-56,2020-11-10,985,103
2F-B1-8F-15-84-46,2020-04-05,39,101
33-F2-62-FD-33-AE,2020-09-12,620,103
A4-57-05-EA-F2-3A,2020-03-26,916,103
11-4B-F1-1B-D7-6E,2020-12-09,644,103
30-04-D7-18-A6-C2,2020-07-24,765,103
14-0A-45-B0-D1-E4,2020-03-15,868,103
84-8B-C3-EB-53-D9,2020-07-12,354,102
75-6C-7F-A6-55-BF,2020-06-03,101,102
EB-6A-9C-06-E3-B9,2020-07-21,575,101
BF-01-8F-78-E8-C6,2020-04-26,344,103
2C-17-90-B7-B4-14,2020-08-26,188,101
52-81-13-0B-BC-3E,2020-12-30,764,103
0A-4F-A7-8C-58-81,2020-09-19,300,101
0C-6A-FB-3A-B1-47,2020-01-10,144,103
F6-B7-B4-DB-85-7D,2020-10-13,427,102
44-1A-33-07-C3-A5,2020-12-26,441,101
B3-27-F9-8F-34-23,2020-11-28,34,103
07-2D-FD-26-F1-63,2020-08-31,603,102
D4-20-E9-30-FB-9C,2020-08-19,344,101
E0-F0-97-50-0C-4B,2020-12-20,154,102
37-9E-FA-CB-0B-1E,2020-12-06,149,103
0F-9C-A1-64-53-5C,2020-08-15,753,101
4E-3F-F0-D7-F5-C8,2020-06-26,340,103
8B-4F-EF-80-9A-7F,2020-01-03,446,103
7D-E5-5C-3D-91-AB,2020-08-13,550,103
5E-FD-80-7E-B1-F0,2020-11-07,468,103
30-21-1E-D6-FE-82,2020-12-14,180,101
8B-6D-30-A0-4C-1D,2020-09-28,679,101
61-B3-4B-F6-D5-01,2020-09-09,196,102
F6-71-34-0B-6A-36,2020-10-30,294,103
09-97-EB-EA-35-DD,2020-10-05,516,103
2B-67-A6-BE-A2-3A,2020-08-21,429,101
97-95-3D-6E-DF-1A,2020-06-17,89,103
8D-F3-1A-1B-D7-D1,2020-09-22,837,103
E3-86-D2-05-38-84,2020-07-10,318,101
52-C5-E7-BE-E1-E9,2020-08-20,242,102
DD-08-42-11-E6-2D,2020-03-27,682,101
DB-7A-98-39-41-C1,2020-01-18,862,103
04-A3-61-2C-FC-D5,2020-06-23,87,103
2A-DC-6D-DE-C1-9F,2020-10-11,636,102
AE-41-55-94-99-B2,2020-05-24,732,103
6C-6B-CD-70-0A-86,2020-06-27,252,102
99-8D-B8-BD-CE-61,2020-11-29,509,101
91-2A-C6-F3-F1-CE,2020-09-05,558,101
E2-EB-66-5D-2D-8B,2020-12-16,197,101
73-37-4A-E8-CF-04,2020-02-21,95,102
D1-5E-88-13-72-B7,2020-03-08,757,103
B3-1F-E2-78-D8-8D,2020-07-15,675,102
09-F9-7C-D4-C1-52,2020-07-29,999,101
9C-23-7B-08-71-E2,2020-12-12,978,103
D0-61-46-06-EB-FD,2020-05-05,919,101
23-50-57-99-01-44,2020-07-26,446,101
E9-C8-46-48-C6-CA,2020-06-11,50,102
2A-C1-FA-3E-9C-01,2020-01-19,331,101
30-6D-64-6F-CC-C5,2020-10-31,802,101
82-A6-08-C2-B8-BF,2020-07-19,681,102
FD-09-87-D9-C5-1A,2020-04-24,102,101
CC-3B-79-FC-79-D1,2020-03-19,993,101
14-E7-93-3E-53-87,2020-08-21,945,103
9D-26-D6-65-92-85,2020-02-02,510,101
EA-CA-53-99-76-35,2020-07-28,899,102
09-6D-7E-3F-10-16,2020-01-28,387,101
5B-16-40-6E-27-35,2020-04-21,801,101
55-6A-2E-08-85-E3,2020-12-10,964,102
10-75-72-4B-AC-1B,2020-04-02,361,101
AB-24-5D-84-2D-D5,2020-05-31,633,102
29-65-3B-B3-9B-DE,2020-08-15,675,102
26-8D-EA-B8-EA-2D,2020-06-06,174,101
2B-F2-FA-5F-6E-98,2020-12-18,965,101
76-8C-67-9D-8B-C2,2020-03-26,855,103
F7-20-09-65-C7-BA,2020-03-31,886,103
25-E9-F7-72-5D-5C,2020-11-13,232,102
58-B1-A8-49-AA-2D,2020-07-25,428,101
4B-5B-63-AE-9A-40,2020-02-11,470,103
DE-67-8E-B0-0A-F5,2020-03-19,638,103
20-58-E3-C7-A6-CA,2020-11-20,703,103
A0-DE-0A-3A-18-26,2020-03-03,414,103
7B-B5-55-11-18-49,2020-04-30,517,101
2A-B5-C9-65-D9-E8,2020-07-27,753,103
38-80-7E-2A-EA-51,2020-10-29,648,101
24-B9-8A-A5-87-B3,2020-07-06,103,103
B6-03-96-25-6C-DB,2020-04-12,745,102
6C-A3-D1-1B-F2-C9,2020-10-16,228,101
EB-80-24-77-86-38,2020-10-26,471,103
C0-1F-1E-50-C6-F4,2020-01-29,936,101
3A-C9-F4-96-59-BF,2020-07-12,689,101
83-8F-7F-33-CC-10,2020-06-15,659,101
2E-00-44-61-11-CD,2020-10-07,423,101
0B-D6-99-7C-A8-03,2020-05-21,917,102
E3-98-13-11-F6-C5,2020-08-02,151,102
81-77-F6-DC-F3-DA,2020-06-08,955,102
69-62-F0-B7-2A-E0,2020-03-26,909,103
D6-AE-46-A8-22-86,2020-02-07,510,101
FC-10-F5-53-D2-76,2020-12-15,79,102
5C-43-49-DA-EE-1A,2020-11-15,939,103
DF-50-BA-FF-05-56,2020-07-20,315,101
43-75-90-36-96-8D,2020-10-13,7,103
78-78-D1-F2-5A-D3,2020-10-31,457,102
EF-6D-C3-7E-69-88,2020-07-30,652,102
DC-A7-22-6E-AB-0E,2020-04-13,721,102
C5-B6-61-22-D6-67,2020-05-22,4,103
79-D1-5E-46-CF-B8,2020-07-16,334,103
D4-FF-F5-11-CC-52,2020-06-13,605,103
99-66-24-0E-B9-20,2020-06-17,525,101
95-CE-65-20-04-C2,2020-02-14,903,101
17-AA-A8-3C-DF-C3,2020-05-10,367,101
DD-61-00-97-A7-20,2020-11-30,721,102
72-21-BB-9A-74-CD,2020-12-16,273,103
5F-5A-AC-89-5A-D8,2020-09-19,436,101
24-CB-12-D2-CE-D0,2020-03-05,1000,103
F3-D8-58-5F-C0-33,2020-04-03,853,103
F0-7C-08-B9-D4-1A,2020-07-27,305,103
4D-85-64-7B-1E-41,2020-11-13,49,101
B2-ED-DD-B0-A9-DA,2020-10-01,120,103
D4-FB-D8-A8-3E-9C,2020-12-20,517,102
8D-52-60-0B-79-F0,2020-02-19,157,102
2B-1F-EA-32-9C-31,2020-04-01,791,101
84-93-9B-94-42-CF,2020-03-11,863,101
3F-1C-B0-6A-15-A9,2020-03-03,345,103
1E-5B-07-53-21-6A,2020-04-12,227,103
5E-F7-F2-B7-B7-92,2020-08-17,459,103
71-46-18-79-ED-3A,2020-05-09,370,102
81-32-61-1C-FC-CA,2020-04-19,319,101
64-52-35-9F-D5-B9,2020-04-12,336,101
A1-0A-D4-55-74-D6,2020-08-18,853,103
BF-2F-1F-21-E5-AB,2020-12-25,531,102
B4-76-48-F9-AC-B2,2020-04-12,3,101
CE-62-C7-E5-EE-6A,2020-03-26,731,101
FD-3E-EF-3A-0E-6A,2020-12-26,936,101
AA-73-A5-EB-89-F5,2020-10-02,629,101
D6-AB-36-5A-A8-47,2020-09-19,358,101
98-5F-7E-DC-F9-7F,2020-03-17,494,101
4C-11-AF-FF-96-61,2020-09-28,180,101
DE-FC-81-E5-6A-B2,2020-01-14,738,101
A6-09-EB-7D-42-7B,2020-05-20,84,102
0B-2A-55-B1-6C-4D,2020-03-02,925,102
8E-47-B5-B9-CC-A1,2020-06-07,555,101
28-B4-28-3E-4D-69,2020-08-28,589,103
8A-AF-6B-C9-49-96,2020-07-23,123,101
44-0A-D7-57-36-73,2020-07-30,81,102
08-AC-B1-F0-F2-C3,2020-01-16,342,103
20-FB-2B-E2-DD-35,2020-06-05,984,101
C6-1C-B1-22-70-EB,2020-08-20,167,103
0A-9C-68-FA-8B-F7,2020-01-20,272,102
79-58-FB-B0-BD-35,2020-07-20,174,101
5D-5C-C5-59-FE-FA,2020-07-08,832,102
CB-08-20-11-80-E3,2020-03-27,975,103
4E-F1-82-B4-56-B5,2020-06-23,811,102
AD-C4-98-06-EB-B8,2020-01-27,402,102
11-48-7A-3C-A9-58,2020-03-28,741,101
13-B5-7F-14-9D-C0,2020-04-14,22,102
19-7B-07-9A-64-13,2020-09-20,110,103
D9-42-10-B5-6E-C4,2020-12-15,50,103
5E-2A-31-8F-0A-15,2020-05-21,655,102
63-78-B4-E8-59-A8,2020-06-27,349,102
21-36-FD-45-E3-A2,2020-12-30,430,102
5D-5D-E5-AD-08-41,2020-04-10,742,101
05-C5-DC-A9-C7-1A,2020-07-11,332,103
EF-03-DF-D5-AB-FB,2020-11-23,6,102
A9-4E-66-EE-1E-2B,2020-04-28,605,102
87-2E-48-0E-1D-80,2020-05-02,639,102
F7-15-51-DB-CA-8F,2020-09-02,885,103
F7-9D-65-0E-59-34,2020-08-04,188,101
EE-44-37-41-B6-A8,2020-09-07,959,101
EE-71-50-A4-FC-85,2020-09-02,569,103
3E-85-A4-F2-4A-C2,2020-07-03,639,102
B3-1A-03-06-2B-B4,2020-12-30,118,101
70-B5-46-36-6D-24,2020-04-24,827,103
65-FE-12-0F-7F-FD,2020-08-28,640,103
B6-E3-DA-46-87-03,2020-02-24,786,101
59-06-60-74-BD-97,2020-11-12,144,103
55-32-79-07-33-80,2020-02-29,675,101
AD-A6-9C-75-B8-44,2020-07-13,552,102
72-7C-74-D8-35-7D,2020-07-22,31,101
13-12-AB-03-98-31,2020-02-13,446,101
26-0A-84-8B-C2-E8,2020-08-03,552,103
BB-2D-17-EA-78-8F,2020-03-19,52,101
07-49-08-45-DC-AD,2020-05-28,165,101
0F-B8-5A-61-0C-26,2020-01-20,596,103
96-EE-67-3A-EA-BB,2020-04-27,337,102
66-87-9B-6E-66-AD,2020-12-30,116,101
2B-F8-23-57-F6-3C,2020-12-06,340,103
C9-FD-D5-17-1E-94,2020-05-16,709,102
4E-A4-2E-1A-D0-B1,2020-11-15,806,101
FA-61-FC-D2-A2-9B,2020-06-01,731,101
3D-45-88-AE-61-EE,2020-01-25,283,101
7C-EF-B2-AA-12-A6,2020-06-22,37,102
6B-8D-BE-5B-D6-A1,2020-03-25,102,103
9F-0B-0A-AB-8A-63,2020-06-19,734,103
E2-25-FD-E2-96-AD,2020-11-21,79,101
96-0B-88-D8-71-F1,2020-10-15,33,103
24-5F-22-61-EA-3C,2020-07-07,814,103
E1-15-83-11-11-A1,2020-04-22,545,102
10-6B-70-15-37-49,2020-01-07,992,103
79-A7-A2-81-D5-B0,2020-04-12,265,102
99-8F-F7-43-DD-86,2020-05-03,672,102
56-0A-EB-B8-2C-E8,2020-01-18,787,103
67-DC-F4-80-69-D9,2020-05-10,382,101
2A-9B-14-23-B4-A0,2020-04-30,803,102
FB-E7-66-E2-72-A4,2020-12-29,166,103
68-EC-32-08-51-29,2020-03-21,861,101
AC-BE-BF-41-04-44,2020-12-08,591,103
7B-38-E1-A3-FB-CA,2020-02-03,736,101
0E-FF-AB-01-0E-DF,2020-04-02,277,102
3A-84-1D-22-77-F6,2020-02-19,246,103
35-DF-61-99-98-C8,2020-12-23,110,102
9E-FC-6C-7E-8E-A8,2020-11-30,838,103
E7-8F-91-1E-AE-09,2020-05-11,21,102
98-06-73-5E-0A-68,2020-08-25,188,103
31-1E-AB-B1-DA-AB,2020-03-24,239,102
E8-42-A6-D8-14-54,2020-10-27,944,102
1B-72-7D-B8-28-46,2020-04-22,987,101
9E-C4-66-43-BA-01,2020-04-08,780,103
27-49-3E-B3-1B-38,2020-07-19,778,103
0D-9E-FD-C1-C5-81,2020-08-11,594,101
C8-00-ED-C4-27-29,2020-02-07,669,103
4E-4B-87-76-C7-6F,2020-11-12,143,102
38-6C-C9-78-C2-F9,2020-08-28,921,102
BE-71-30-53-82-79,2020-01-20,271,102
82-28-A7-CA-0B-05,2020-02-03,199,102
3A-88-7C-5F-59-B5,2020-12-28,976,102
1F-A3-94-42-67-16,2020-05-19,148,102
48-36-68-5E-4F-97,2020-04-28,121,103
DD-1B-79-45-1C-EF,2020-04-30,39,102
77-B8-B1-30-43-CD,2020-08-08,556,102
42-5C-A3-FA-D2-39,2020-07-08,540,102
E5-F7-98-D3-45-2F,2020-03-30,206,101
C8-23-07-2C-F5-27,2020-03-22,763,103
8C-2D-0B-F5-1D-A0,2020-10-19,286,102
8A-EA-6C-9E-F6-37,2020-08-05,122,101
CD-CF-7B-8B-89-92,2020-10-26,103,101
25-26-57-E7-4E-4F,2020-01-12,811,103
F8-D3-5E-B4-8B-E9,2020-07-18,1000,101
D8-C4-D1-D1-F2-E8,2020-01-09,398,103
9C-4B-18-44-CB-2B,2020-05-18,533,103
8A-29-5F-34-3A-42,2020-05-03,147,101
94-CB-93-1D-C9-24,2020-04-24,726,102
E6-DC-63-7E-51-15,2020-07-29,968,102
CD-A9-06-F9-81-24,2020-10-19,383,102
27-31-F1-3E-1B-D0,2020-04-08,314,103
DE-81-12-BF-BC-24,2020-08-31,794,101
96-53-A3-BE-05-D2,2020-06-07,47,101
E2-CE-22-B7-CA-27,2020-10-31,437,101
18-18-F7-1D-C0-CF,2020-03-14,342,103
74-5D-16-09-F4-6F,2020-07-16,298,102
69-D2-0E-1D-B6-07,2020-06-21,169,103
21-F5-BB-69-A5-3A,2020-11-29,606,101
81-CF-3B-1A-DE-11,2020-02-13,129,103
60-F5-F7-A9-89-EB,2020-02-22,732,101
11-24-2A-20-0B-91,2020-06-21,12,102
56-23-AA-D6-37-CE,2020-09-22,292,101
C4-FB-9A-FF-14-6A,2020-07-05,364,101
AC-D1-4E-F9-42-DF,2020-01-03,545,101
3D-99-F4-6A-2E-E8,2020-01-16,759,103
59-A9-1A-9F-92-72,2020-08-19,304,103
16-21-AC-8E-39-47,2020-04-27,258,103
E9-DF-C8-F7-9B-5E,2020-11-28,77,103
E0-AB-31-52-78-27,2020-11-09,721,103
B3-09-89-33-C6-5A,2020-05-13,326,101
3F-45-05-1E-CD-1A,2020-03-24,765,103
E2-4A-C8-82-B3-74,2020-02-19,485,101
5E-73-01-70-A1-EF,2020-10-15,112,101
5A-23-80-18-23-5A,2020-02-24,47,102
16-AC-26-93-C5-71,2020-03-26,894,102
16-E2-D3-89-70-89,2020-11-10,928,103
29-16-79-EF-D9-64,2020-07-01,492,102
A4-34-DF-47-29-47,2020-04-22,43,103
FA-04-6C-4D-FA-2A,2020-06-24,331,103
C1-F7-57-7A-B5-92,2020-12-03,22,102
FC-14-9F-A1-78-33,2020-10-14,730,101
4F-B5-05-73-25-33,2020-07-21,167,103
45-8E-35-DF-A4-54,2020-02-18,190,103
4C-64-32-67-6A-6A,2020-06-26,664,101
F4-E3-F7-5E-F7-24,2020-08-29,484,102
25-B3-C5-EA-9C-33,2020-08-09,411,101
5E-00-AC-78-3A-46,2020-04-04,79,101
26-FF-38-09-68-CA,2020-02-24,87,102
07-0A-26-EB-CA-84,2020-06-02,381,102
BF-A2-F2-61-BB-51,2020-04-27,57,102
27-D9-D0-77-BD-A1,2020-03-18,157,101
3C-E3-D2-93-1D-60,2020-03-26,471,103
E0-E3-98-4B-CB-F0,2020-01-18,455,101
D5-06-17-48-F0-44,2020-08-09,199,101
EF-96-51-FB-1A-A8,2020-12-05,849,101
A8-80-16-95-50-14,2020-02-20,843,103
C8-71-01-28-62-92,2020-05-03,464,102
E4-AF-2D-7C-8C-B2,2020-09-02,579,101
E9-D2-50-FE-76-0C,2020-09-28,639,101
92-9D-A0-1A-C8-27,2020-11-26,847,103
99-53-A7-D6-3F-56,2020-05-28,851,102
39-97-8C-43-5F-93,2020-12-01,946,103
4F-93-DB-A8-B1-F3,2020-03-01,98,102
85-9F-19-2E-15-A4,2020-08-26,789,101
C7-45-48-26-EC-B3,2020-05-09,330,103
48-64-96-1A-A8-35,2020-11-07,633,103
FF-48-46-13-6A-C6,2020-10-13,665,103
4E-20-81-79-B2-03,2020-09-29,10,103
9A-AF-FF-54-B8-A7,2020-10-06,309,102
68-E8-54-CE-51-4C,2020-03-06,57,101
FB-2C-BF-57-41-7D,2020-05-19,738,102
08-B2-8A-D8-3D-F9,2020-09-04,485,103
B5-26-F4-12-F4-28,2020-05-09,269,101
A1-5C-6E-35-60-21,2020-12-06,696,103
66-03-E6-1D-24-0E,2020-02-11,586,103
4A-9E-18-73-56-B2,2020-12-02,139,101
96-18-FE-48-BB-61,2020-10-02,971,102
E4-80-4D-F8-96-32,2020-02-24,536,101
B3-32-D0-E6-82-44,2020-06-03,119,101
EB-0C-5C-DE-4A-22,2020-07-17,485,103
D5-C2-46-A1-90-AC,2020-07-11,377,103
76-4D-06-8A-A4-EF,2020-10-05,471,101
FE-20-C1-64-1F-4D,2020-02-13,367,101
E2-97-BB-8F-64-29,2020-03-02,855,101
90-D6-01-D8-37-6D,2020-10-31,62,102
E0-32-38-55-DF-D0,2020-05-16,323,102
9A-AF-E6-00-67-14,2020-12-12,969,103
FD-79-FB-FF-24-81,2020-08-17,731,102
C0-33-64-97-ED-DD,2020-08-10,909,101
CC-03-2C-51-2B-21,2020-05-20,614,103
C9-16-27-E1-6D-B3,2020-01-21,112,103
67-5E-8E-E8-95-DB,2020-02-12,849,102
39-71-49-F6-D9-BB,2020-01-16,63,101
59-F6-57-76-57-5C,2020-06-15,861,102
8E-12-E2-47-B2-FC,2020-07-15,444,101
D8-CF-C1-B3-C2-B1,2020-10-26,815,102
D5-16-03-65-57-0E,2020-01-19,106,103
90-65-CE-C3-85-0A,2020-02-28,587,103
2C-E4-6D-95-63-8E,2020-09-20,810,101
0D-A7-0E-8C-BB-15,2020-12-01,540,102
E6-2F-C7-CE-63-90,2020-04-20,759,103
41-2B-A2-72-85-B9,2020-01-09,462,101
8E-C7-04-1E-BC-A6,2020-07-14,222,101
4A-95-DB-D6-9A-B2,2020-06-24,335,101
AE-D6-E2-0D-DB-D9,2020-02-24,826,101
7F-57-D0-40-06-18,2020-01-03,330,103
FF-77-A4-6F-79-E6,2020-12-29,397,102
2C-B9-B8-8D-CB-C1,2020-11-22,343,103
C2-8A-B8-F1-ED-B6,2020-11-23,667,101
2F-78-E8-C1-56-B1,2020-04-18,922,102
64-9A-3A-AC-9E-A5,2020-06-19,300,101
1B-9E-D6-15-6B-2A,2020-01-23,403,103
2E-B7-CA-03-E6-BD,2020-03-27,647,102
9D-CB-0D-33-40-C4,2020-01-22,993,103
CD-51-74-F7-5F-CD,2020-03-27,31,101
5F-A9-16-17-D5-4F,2020-10-05,415,102
7D-F7-93-5C-AD-38,2020-09-14,626,102
9A-DB-BF-CF-A2-50,2020-09-14,52,101
15-9C-0E-6B-86-A7,2020-02-09,101,103
5E-03-19-15-42-C9,2020-09-12,140,101
74-67-ED-F0-87-C6,2020-04-10,789,102
CE-B8-6E-EA-31-3A,2020-07-08,919,103
46-67-B5-D7-C0-2A,2020-05-18,725,102
5D-C8-A1-C2-93-FB,2020-06-02,239,101
34-22-26-C0-80-1B,2020-02-18,584,102
DC-C0-DE-DB-F9-85,2020-01-27,701,103
96-06-1C-D2-CA-A1,2020-09-28,222,103
60-91-F6-11-33-38,2020-08-22,492,101
18-15-9E-7E-39-6E,2020-05-11,719,102
AD-16-03-23-E4-1C,2020-02-04,495,101
67-BE-74-9A-EE-8C,2020-04-26,355,103
7F-B6-B5-96-C1-F3,2020-01-22,197,101
C8-80-0B-E3-81-8F,2020-08-27,626,101
7C-62-A6-7E-D2-BE,2020-04-12,939,102
6C-B9-FB-AB-FF-76,2020-03-14,579,102
B6-31-7F-3A-30-1D,2020-01-04,534,103
CC-2B-56-31-43-71,2020-06-23,334,102
94-1F-1D-21-2D-69,2020-10-28,577,101
15-51-C4-D7-6E-03,2020-10-05,299,101
1A-56-C6-0D-A4-1E,2020-01-17,87,101
5E-B2-10-B2-57-46,2020-03-31,200,102
00-FE-68-74-3B-55,2020-11-29,962,103
41-8A-EF-EA-D5-7B,2020-03-17,657,103
97-16-57-5E-7A-9C,2020-01-29,674,103
80-D8-D8-D6-E7-D1,2020-04-20,452,103
85-1F-76-C2-FE-1B,2020-08-19,591,103
63-36-CD-C3-2A-EE,2020-01-12,704,102
64-8B-5D-BC-95-40,2020-06-12,746,101
AE-B9-F8-2D-9B-91,2020-12-09,719,101
EC-ED-90-A2-7F-DD,2020-12-01,387,103
E1-50-40-B8-53-43,2020-11-27,811,101
04-B5-DD-43-B7-AB,2020-04-22,323,101
05-29-95-22-72-50,2020-11-16,846,101
D0-5B-6A-43-D5-2E,2020-06-25,902,103
0F-3D-A0-C4-38-E2,2020-08-17,228,103
F1-71-52-F0-04-7F,2020-08-28,500,103
58-C3-35-18-AA-24,2020-03-04,373,101
7A-C4-66-46-A1-F9,2020-12-08,871,103
04-99-14-91-03-E0,2020-04-29,955,101
1C-2A-F2-AE-C0-1E,2020-05-22,48,102
5F-15-E2-9C-84-7C,2020-01-30,589,101
12-0E-9C-FE-E8-90,2020-02-03,790,102
7D-CF-A9-8B-E2-16,2020-01-17,955,102
FC-86-2F-0A-D7-C3,2020-05-28,991,102
5C-CA-2F-83-53-C9,2020-09-23,890,102
43-1D-1B-5F-25-D4,2020-05-06,3,102
D1-28-8A-95-1B-AD,2020-12-23,454,101
DB-70-D2-73-F7-80,2020-05-25,447,102
